Product category,Product sub category,Packaging material,Strength,Biodegradability score,CO2 emission score,Recyclability %,Weight Capacity (kg),CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score,Strength_Encoded,Fragility,Product_Category_Encoded,Packaging_Material_Encoded
Confectionery,Licorice,Recycled Aluminum,high,0,0.16,0.95,0.782689995993055,0.008,0.0460921843687375,0.0542718446601942,3,0,21,79
Confectionery,Licorice,PBAT,medium,0.92,0.51,0.15,0.69213303058635,0.4335,0.0133600534402138,0.02,2,0,21,59
Confectionery,Licorice,Banana Leaf Wrap,low,1,0,0,0.633230933618272,0,0.63500334001336,0.970873786407767,1,0,21,6
Confectionery,Licorice,Wax-Laminated Paper,medium,0.82,0.41,0.13,0.220649125150261,0.3567,0.00534402137608551,0.0219417475728155,2,0,21,109
Confectionery,Licorice,Chitin Film,low,1,0.15,0,0.527046881260852,0.15,0.032999331997328,0.0606796116504854,1,0,21,20
Confectionery,Licorice,Glassine Paper,low,0.98,0.38,0.98,0.79217310004007,0.0076,0.0203072812291249,0.0488349514563107,1,0,21,36
Confectionery,Licorice,Aluminum,high,0.08,0.6,0.91,0.354080406037131,0.054,0.00587842351369406,0.0157281553398058,3,0,21,2
Confectionery,Licorice,Kraft Paper,low,0.94,0.25,0.92,0.827567784159209,0.02,0.0319305277221109,0.0694174757281553,1,0,21,45
Confectionery,Licorice,Waxed Paper (Soy-based),low,1,0.36,0.02,0.963937491652197,0.3528,0.0260521042084168,0.0267961165048544,1,0,21,110
Confectionery,Licorice,Cellulose Film,low,1,0.23,0.02,0.481234139174569,0.2254,0.0201736806947228,0.0412621359223301,1,0,21,18
Confectionery,Truffles,Starch-PVA Blend,low,1,0.4,0.03,0.582075597702685,0.388,0.0142952571810287,0.024368932038835,1,0,21,98
Confectionery,Truffles,Recycled Aluminum,high,0.03,0.13,1,0.618939495124883,0,0.0443553774215097,0.0714563106796117,3,0,21,79
Confectionery,Truffles,PBAT,medium,0.91,0.53,0.1,0.241084546547349,0.477,0.00454241816967268,0.0181553398058252,2,0,21,59
Confectionery,Truffles,Banana Leaf Wrap,low,1,0.03,0,0.0643782556431147,0.03,0.0165664662658651,0.242718446601942,1,0,21,6
Confectionery,Truffles,Wax-Laminated Paper,medium,0.85,0.37,0.09,0.265660478162148,0.3367,0.00708082832331329,0.0239805825242718,2,0,21,109
Confectionery,Truffles,Chitin Film,low,0.99,0.18,0.01,0.844396954721517,0.1782,0.0444889779559118,0.0510679611650485,1,0,21,20
Confectionery,Truffles,Glassine Paper,low,0.98,0.41,0.93,0.127020168291706,0.0287,0.00307281229124917,0.0441747572815534,1,0,21,36
Confectionery,Truffles,Aluminum,high,0.03,0.58,0.9,0.651662882329371,0.058,0.0110888443553774,0.0153398058252427,3,0,21,2
Confectionery,Truffles,Kraft Paper,low,0.94,0.22,0.91,0.394416989448377,0.0198,0.0172344689378758,0.0780582524271845,1,0,21,45
Confectionery,Truffles,Waxed Paper (Soy-based),low,1,0.33,0.01,0.956324295445439,0.3267,0.028189712758851,0.0288349514563107,1,0,21,110
Confectionery,Truffles,Cellulose Film,low,0.97,0.22,0,0.658741819153199,0.22,0.0287241148964596,0.0409708737864078,1,0,21,18
Confectionery,Chewing Gum,Starch-PVA Blend,low,0.97,0.35,0,0.437558434620008,0.35,0.0121576486305945,0.0261165048543689,1,0,21,98
Confectionery,Chewing Gum,Recycled Aluminum,high,0.01,0.12,0.96,0.930412715373314,0.0048,0.0717434869739479,0.0724271844660194,3,0,21,79
Confectionery,Chewing Gum,PBAT,medium,0.9,0.53,0.12,0.63723787899025,0.4664,0.0118904475617902,0.0183495145631068,2,0,21,59
Confectionery,Chewing Gum,Banana Leaf Wrap,low,0.98,0.01,0.02,0.636703619607319,0.0098,0.319305277221109,0.485436893203883,1,0,21,6
Confectionery,Chewing Gum,Wax-Laminated Paper,medium,0.88,0.37,0.1,0.450514224656071,0.333,0.0118904475617902,0.0250485436893204,2,0,21,109
Confectionery,Chewing Gum,Chitin Film,low,1,0.14,0.01,0.737411513289702,0.1386,0.0492985971943888,0.0653398058252427,1,0,21,20
Confectionery,Chewing Gum,Glassine Paper,low,0.92,0.43,0.96,0.0475490850808067,0.0172,0.0010688042752171,0.0414563106796116,1,0,21,36
Confectionery,Chewing Gum,Aluminum,high,0.02,0.61,0.89,0.659008948844664,0.0671,0.010688042752171,0.0142718446601942,3,0,21,2
Confectionery,Chewing Gum,Kraft Paper,low,0.94,0.24,0.87,0.956591425136904,0.0312,0.0383433533734135,0.0702912621359223,1,0,21,45
Confectionery,Chewing Gum,Waxed Paper (Soy-based),low,1,0.33,0.03,0.296380392680647,0.3201,0.00881763527054108,0.0294174757281553,1,0,21,110
Confectionery,Chewing Gum,Cellulose Film,low,0.99,0.25,0.03,0.942433551489248,0.2425,0.0363393453573814,0.0380582524271845,1,0,21,18
Canned Goods,Soup,Stainless Steel (304),high,0,0.9,0.97,0.173901429143849,0.027,0.00187040748162993,0.0103883495145631,3,0,15,97
Canned Goods,Soup,Glass,high,0.01,0.26,0.97,0.830639775611059,0.0078,0.0308617234468938,0.0352427184466019,3,0,15,35
Canned Goods,Soup,Recycled Aluminum,high,0,0.17,1,0.0818752504340858,0,0.00467601870407482,0.0539805825242718,3,0,15,79
Canned Goods,Soup,Chrome-Plated Steel,high,0,0.82,0.93,0.782556431147322,0.0574,0.00948563794255177,0.010873786407767,3,0,15,21
Canned Goods,Soup,Recycled Tin,medium,0,0.22,0.93,0.667289969280085,0.0154,0.029124916499666,0.0392233009708738,2,0,15,89
Canned Goods,Soup,Recycled Steel,high,0,0.17,0.95,0.614932549752905,0.0085,0.0342017368069472,0.0512621359223301,3,0,15,88
Canned Goods,Soup,Aluminum,high,0.07,0.55,0.87,0.959930546280219,0.0715,0.0172344689378758,0.0163106796116505,3,0,15,2
Canned Goods,Soup,Steel / Tinplate,high,0.08,0.47,0.95,0.968612261252838,0.0235,0.0201736806947228,0.020873786407767,3,0,15,100
Canned Goods,Beans,Stainless Steel (304),high,0.01,0.9,0.98,0.474288767196474,0.018,0.00521042084168337,0.0105825242718447,3,0,15,97
Canned Goods,Beans,Glass,high,0,0.27,0.96,0.58234272739415,0.0108,0.0208416833667335,0.0333009708737864,3,0,15,35
Canned Goods,Beans,Recycled Aluminum,high,0.03,0.15,0.96,0.127821557366101,0.006,0.00814963259853039,0.0600970873786408,3,0,15,79
Canned Goods,Beans,Chrome-Plated Steel,high,0.03,0.82,0.88,0.224388940830773,0.0984,0.00267201068804275,0.0106796116504854,3,0,15,21
Canned Goods,Beans,Recycled Tin,medium,0,0.24,0.97,0.439294777614532,0.0072,0.0176352705410822,0.0376699029126214,2,0,15,89
Canned Goods,Beans,Recycled Steel,high,0,0.18,0.97,0.273674368906104,0.0054,0.0144288577154309,0.0496116504854369,3,0,15,88
Canned Goods,Beans,Aluminum,high,0.05,0.59,0.9,0.197275277147055,0.059,0.00334001336005344,0.0153398058252427,3,0,15,2
Canned Goods,Beans,Steel / Tinplate,high,0.07,0.42,0.93,0.285695205022038,0.0294,0.00668002672010688,0.022621359223301,3,0,15,100
Canned Goods,Corn,Stainless Steel (304),high,0.02,0.93,1,0.846533992253239,0,0.00908483633934536,0.0105825242718447,3,0,15,97
Canned Goods,Corn,Glass,high,0,0.28,0.93,0.636035795378656,0.0196,0.0220440881763527,0.0311650485436893,3,0,15,35
Canned Goods,Corn,Recycled Aluminum,high,0.02,0.16,1,0.842126352344063,0,0.0496993987975952,0.058252427184466,3,0,15,79
Canned Goods,Corn,Chrome-Plated Steel,high,0.02,0.88,0.93,0.65620408708428,0.0616,0.00734802939211757,0.0103883495145631,3,0,15,21
Canned Goods,Corn,Recycled Tin,medium,0,0.27,0.97,0.984773607586483,0.0081,0.0352705410821643,0.0335922330097087,2,0,15,89
Canned Goods,Corn,Recycled Steel,high,0.02,0.2,0.96,0.727928409242687,0.008,0.0347361389445558,0.0453398058252427,3,0,15,88
Canned Goods,Corn,Aluminum,high,0.03,0.59,0.91,0.726058501402431,0.0531,0.0121576486305945,0.0152427184466019,3,0,15,2
Canned Goods,Corn,Steel / Tinplate,high,0.04,0.43,0.95,0.488313075998397,0.0215,0.0110888443553774,0.0218446601941748,3,0,15,100
Canned Goods,Peas,Stainless Steel (304),high,0.03,0.9,0.99,0.413249632696674,0.009,0.00454241816967268,0.010873786407767,3,0,15,97
Canned Goods,Peas,Glass,high,0.01,0.26,0.92,0.508347802858288,0.0208,0.0188376753507014,0.0333980582524272,3,0,15,35
Canned Goods,Peas,Recycled Aluminum,high,0.03,0.17,0.97,0.151328970215039,0.0051,0.00855043420173681,0.0539805825242718,3,0,15,79
Canned Goods,Peas,Chrome-Plated Steel,high,0.02,0.88,0.9,0.636302925070122,0.088,0.00721442885771543,0.01,3,0,15,21
Canned Goods,Peas,Recycled Tin,medium,0.01,0.28,0.93,0.558033925470816,0.0196,0.0192384769539078,0.0314563106796117,2,0,15,89
Canned Goods,Peas,Recycled Steel,high,0,0.2,0.96,0.881527981835181,0.008,0.0420841683366734,0.044368932038835,3,0,15,88
Canned Goods,Peas,Aluminum,high,0.05,0.57,0.88,0.657539735541606,0.0684,0.0113560454241817,0.0155339805825243,3,0,15,2
Canned Goods,Peas,Steel / Tinplate,high,0.02,0.43,0.93,0.733137438226259,0.0301,0.0167000668002672,0.0209708737864078,3,0,15,100
Canned Goods,Tuna,Stainless Steel (304),high,0.03,0.89,0.97,0.687858955522906,0.0267,0.00761523046092184,0.0107766990291262,3,0,15,97
Canned Goods,Tuna,Glass,high,0.01,0.22,0.95,0.524108454654735,0.011,0.0228456913827655,0.0404854368932039,3,0,15,35
Canned Goods,Tuna,Recycled Aluminum,high,0,0.13,0.96,0.034993989581942,0.0052,0.00267201068804275,0.0666019417475728,3,0,15,79
Canned Goods,Tuna,Chrome-Plated Steel,high,0,0.87,0.92,0.749565914251369,0.0696,0.00855043420173681,0.0101941747572816,3,0,15,21
Canned Goods,Tuna,Recycled Tin,medium,0.01,0.22,0.95,0.32683317750768,0.011,0.0142952571810287,0.0404854368932039,2,0,15,89
Canned Goods,Tuna,Recycled Steel,high,0,0.23,0.98,0.470281821824496,0.0046,0.0196392785571142,0.0396116504854369,3,0,15,88
Canned Goods,Tuna,Aluminum,high,0.04,0.59,0.88,0.368238279684787,0.0708,0.00614562458249833,0.0148543689320388,3,0,15,2
Canned Goods,Tuna,Steel / Tinplate,high,0.06,0.45,0.92,0.7804193936156,0.036,0.0169672678690715,0.0206796116504854,3,0,15,100
Canned Goods,Sardines,Stainless Steel (304),high,0.02,0.89,0.96,0.39147856284226,0.0356,0.00440881763527054,0.0105825242718447,3,0,15,97
Canned Goods,Sardines,Glass,high,0.01,0.27,0.98,0.00293842660611727,0.0054,0.000133600534402138,0.034368932038835,3,0,15,35
Canned Goods,Sardines,Recycled Aluminum,high,0.02,0.17,0.98,0.18111393081341,0.0034,0.0101536406145625,0.0539805825242718,3,0,15,79
Canned Goods,Sardines,Chrome-Plated Steel,high,0.01,0.85,0.87,0.588219580606384,0.1105,0.00681362725450902,0.00990291262135922,3,0,15,21
Canned Goods,Sardines,Recycled Tin,medium,0,0.26,0.97,0.723387204487779,0.0078,0.0268537074148297,0.0348543689320388,2,0,15,89
Canned Goods,Sardines,Recycled Steel,high,0.01,0.18,0.98,0.702951783090691,0.0036,0.0371409485637943,0.0505825242718447,3,0,15,88
Canned Goods,Sardines,Aluminum,high,0.07,0.56,0.92,0.804995325230399,0.0448,0.0141616566466266,0.0168932038834951,3,0,15,2
Canned Goods,Sardines,Steel / Tinplate,high,0.08,0.45,0.92,0.322024843061306,0.036,0.00708082832331329,0.0210679611650485,3,0,15,100
Canned Goods,Tomato Paste,Stainless Steel (304),high,0.03,0.92,0.97,0.0583678375851476,0.0276,0.000668002672010688,0.0104854368932039,3,0,15,97
Canned Goods,Tomato Paste,Glass,high,0.01,0.25,0.97,0.982102310671831,0.0075,0.0378089512358049,0.0366019417475728,3,0,15,35
Canned Goods,Tomato Paste,Recycled Aluminum,high,0.01,0.18,0.98,0.51716308267664,0.0036,0.0272545090180361,0.0505825242718447,3,0,15,79
Canned Goods,Tomato Paste,Chrome-Plated Steel,high,0.01,0.85,0.92,0.328035261119273,0.068,0.00387441549766199,0.0104854368932039,3,0,15,21
Canned Goods,Tomato Paste,Recycled Tin,medium,0.03,0.22,0.93,0.371310271136637,0.0154,0.0161656646626587,0.0404854368932039,2,0,15,89
Canned Goods,Tomato Paste,Recycled Steel,high,0,0.19,0.95,0.735675170295178,0.0095,0.03687374749499,0.0461165048543689,3,0,15,88
Canned Goods,Tomato Paste,Aluminum,high,0.04,0.55,0.9,0.299318819286764,0.055,0.00534402137608551,0.0163106796116505,3,0,15,2
Canned Goods,Tomato Paste,Steel / Tinplate,high,0.02,0.42,0.94,0.636169360224389,0.0252,0.0148296593186373,0.0216504854368932,3,0,15,100
Canned Goods,Peaches,Stainless Steel (304),high,0.03,0.89,1,0.409776946707627,0,0.00454241816967268,0.0110679611650485,3,0,15,97
Canned Goods,Peaches,Glass,high,0.02,0.25,0.94,0.739949245358622,0.015,0.0285905143620575,0.0358252427184466,3,0,15,35
Canned Goods,Peaches,Recycled Aluminum,high,0,0.16,0.95,0.565513556831842,0.008,0.0334001336005344,0.0542718446601942,3,0,15,79
Canned Goods,Peaches,Chrome-Plated Steel,high,0,0.83,0.89,0.025911580072125,0.0913,0.000267201068804275,0.0102912621359223,3,0,15,21
Canned Goods,Peaches,Recycled Tin,medium,0,0.27,0.97,0.586483237611861,0.0081,0.0209752839011356,0.0335922330097087,2,0,15,89
Canned Goods,Peaches,Recycled Steel,high,0.02,0.17,0.94,0.298517430212368,0.0102,0.0167000668002672,0.051747572815534,3,0,15,88
Canned Goods,Peaches,Aluminum,high,0.06,0.57,0.88,0.852811540002671,0.0684,0.0146960587842351,0.0157281553398058,3,0,15,2
Canned Goods,Peaches,Steel / Tinplate,high,0.03,0.44,0.93,0.84199278749833,0.0308,0.0187040748162993,0.0206796116504854,3,0,15,100
Canned Goods,Mushrooms,Stainless Steel (304),high,0.01,0.9,0.95,0.435154267396821,0.045,0.00480961923847695,0.0101941747572816,3,0,15,97
Canned Goods,Mushrooms,Glass,high,0.01,0.25,0.97,0.63109389608655,0.0075,0.024315297261189,0.0366019417475728,3,0,15,35
Canned Goods,Mushrooms,Recycled Aluminum,high,0.02,0.18,1,0.496326966742354,0,0.026185704742819,0.0521359223300971,3,0,15,79
Canned Goods,Mushrooms,Chrome-Plated Steel,high,0,0.82,0.9,0.765593695739282,0.082,0.00921843687374749,0.0104854368932039,3,0,15,21
Canned Goods,Mushrooms,Recycled Tin,medium,0.02,0.27,0.95,0.131160678509416,0.0135,0.00480961923847695,0.0335922330097087,2,0,15,89
Canned Goods,Mushrooms,Recycled Steel,high,0,0.23,0.95,0.657005476158675,0.0115,0.0273881095524382,0.0384466019417476,3,0,15,88
Canned Goods,Mushrooms,Aluminum,high,0.05,0.59,0.92,0.282623213570188,0.0472,0.00467601870407482,0.0157281553398058,3,0,15,2
Canned Goods,Mushrooms,Steel / Tinplate,high,0.03,0.47,0.94,0.261519967944437,0.0282,0.00547762191048764,0.0196116504854369,3,0,15,100
Canned Goods,Broth,Stainless Steel (304),high,0,0.93,0.98,0.787231200747963,0.0186,0.00841683366733467,0.0100970873786408,3,0,15,97
Canned Goods,Broth,Glass,high,0,0.27,0.98,0.449712835581675,0.0054,0.0161656646626587,0.0339805825242718,3,0,15,35
Canned Goods,Broth,Recycled Aluminum,high,0.01,0.17,0.98,0.156137304661413,0.0034,0.00881763527054108,0.0533980582524272,3,0,15,79
Canned Goods,Broth,Chrome-Plated Steel,high,0,0.84,0.9,0.619740884199279,0.084,0.00734802939211757,0.0102912621359223,3,0,15,21
Canned Goods,Broth,Recycled Tin,medium,0,0.22,0.96,0.532389475090156,0.0088,0.0232464929859719,0.0404854368932039,2,0,15,89
Canned Goods,Broth,Recycled Steel,high,0,0.19,0.98,0.0861493254975291,0.0038,0.00440881763527054,0.0475728155339806,3,0,15,88
Canned Goods,Broth,Aluminum,high,0.08,0.56,0.89,0.963536797115,0.0616,0.0169672678690715,0.016504854368932,3,0,15,2
Canned Goods,Broth,Steel / Tinplate,high,0.08,0.48,0.93,0.0519567249899826,0.0336,0.0010688042752171,0.02,3,0,15,100
Bev (Non-Alc),Juice,Borosilicate Glass,high,0,0.47,0.82,0.494457058902097,0.0846,0.0102872411489646,0.0166019417475728,3,0,13,14
Bev (Non-Alc),Juice,Stainless Steel (304),high,0.01,0.88,0.99,0.654200614398291,0.0088,0.00734802939211757,0.010873786407767,3,0,13,97
Bev (Non-Alc),Juice,Glass,high,0,0.26,0.92,0.463870709229331,0.0208,0.0172344689378758,0.0331067961165049,3,0,13,35
Bev (Non-Alc),Juice,Recycled Aluminum,high,0,0.16,0.98,0.34940563643649,0.0032,0.0207080828323313,0.0559223300970874,3,0,13,79
Bev (Non-Alc),Juice,PEF (Bio-PET alternative),high,0.07,0.37,0.78,0.720048083344464,0.0814,0.0189712758851035,0.021747572815534,3,0,13,60
Bev (Non-Alc),Juice,Recycled PET (rPET),medium,0.13,0.48,0.87,0.85067450247095,0.0624,0.0173680694722779,0.0198058252427184,2,0,13,85
Bev (Non-Alc),Juice,Lightweight Cans (Alu),medium,0.03,0.37,0.95,0.980633097368773,0.0185,0.0259185036740147,0.0250485436893204,2,0,13,50
Bev (Non-Alc),Juice,Paper / Cardboard,medium,0.91,0.8,0.65,0.722852945104848,0.28,0.00895123580494322,0.0187378640776699,2,0,13,69
Bev (Non-Alc),Juice,PET,medium,0.12,0.88,0.77,0.548817951115267,0.2024,0.00614562458249833,0.00970873786407767,2,0,13,61
Bev (Non-Alc),Soda,Borosilicate Glass,high,0,0.47,0.87,0.458260985708562,0.0611,0.00961923847695391,0.0175728155339806,3,0,13,14
Bev (Non-Alc),Soda,Stainless Steel (304),high,0,0.88,0.99,0.140777347402164,0.0088,0.00160320641282565,0.0107766990291262,3,0,13,97
Bev (Non-Alc),Soda,Glass,high,0.02,0.22,0.93,0.0973687725390677,0.0154,0.0042752171008684,0.0400970873786408,3,0,13,35
Bev (Non-Alc),Soda,Recycled Aluminum,high,0,0.16,1,0.545345265126219,0,0.0321977287909152,0.0570873786407767,3,0,13,79
Bev (Non-Alc),Soda,PEF (Bio-PET alternative),high,0.13,0.42,0.8,0.355816749031655,0.084,0.00828323313293253,0.0209708737864078,3,0,13,60
Bev (Non-Alc),Soda,Recycled PET (rPET),medium,0.09,0.49,0.93,0.497128355816749,0.0343,0.0100200400801603,0.0198058252427184,2,0,13,85
Bev (Non-Alc),Soda,Lightweight Cans (Alu),medium,0.03,0.41,0.98,0.544811005743288,0.0082,0.0129592518370073,0.0233009708737864,2,0,13,50
Bev (Non-Alc),Soda,Paper / Cardboard,medium,0.9,0.84,0.65,0.519300120208361,0.294,0.00614562458249833,0.0176699029126214,2,0,13,69
Bev (Non-Alc),Soda,PET,medium,0.16,0.88,0.77,0.161479898490717,0.2024,0.00187040748162993,0.0100970873786408,2,0,13,61
Bev (Non-Alc),Water,Borosilicate Glass,high,0.02,0.44,0.86,0.451182048884734,0.0616,0.0100200400801603,0.0190291262135922,3,0,13,14
Bev (Non-Alc),Water,Stainless Steel (304),high,0,0.9,0.96,0.557900360625084,0.036,0.00614562458249833,0.0101941747572816,3,0,13,97
Bev (Non-Alc),Water,Glass,high,0,0.22,0.97,0.343528783224255,0.0066,0.0149632598530394,0.0409708737864078,3,0,13,35
Bev (Non-Alc),Water,Recycled Aluminum,high,0,0.12,0.96,0.497796180045412,0.0048,0.0384769539078156,0.0716504854368932,3,0,13,79
Bev (Non-Alc),Water,PEF (Bio-PET alternative),high,0.12,0.43,0.8,0.451582743421931,0.086,0.0102872411489646,0.0202912621359223,3,0,13,60
Bev (Non-Alc),Water,Recycled PET (rPET),medium,0.09,0.48,0.89,0.775611059169227,0.0528,0.0158984635938544,0.0194174757281553,2,0,13,85
Bev (Non-Alc),Water,Lightweight Cans (Alu),medium,0,0.39,0.98,0.523307065580339,0.0078,0.0130928523714095,0.0237864077669903,2,0,13,50
Bev (Non-Alc),Water,Paper / Cardboard,medium,0.9,0.82,0.62,0.577534392947776,0.3116,0.00694722778891116,0.0177669902912621,2,0,13,69
Bev (Non-Alc),Water,PET,medium,0.16,0.88,0.72,0.395886202751436,0.2464,0.00440881763527054,0.00961165048543689,2,0,13,61
Bev (Non-Alc),Iced Tea,Borosilicate Glass,high,0.02,0.43,0.83,0.447575798049953,0.0731,0.0101536406145625,0.0187378640776699,3,0,13,14
Bev (Non-Alc),Iced Tea,Stainless Steel (304),high,0.02,0.9,0.96,0.316682249232002,0.036,0.00347361389445558,0.0104854368932039,3,0,13,97
Bev (Non-Alc),Iced Tea,Glass,high,0,0.26,0.94,0.897288633631628,0.0156,0.0332665330661323,0.0337864077669903,3,0,13,35
Bev (Non-Alc),Iced Tea,Recycled Aluminum,high,0,0.17,0.95,0.598103379190597,0.0085,0.0332665330661323,0.0512621359223301,3,0,13,79
Bev (Non-Alc),Iced Tea,PEF (Bio-PET alternative),high,0.13,0.41,0.8,0.820488847335381,0.082,0.0196392785571142,0.0214563106796116,3,0,13,60
Bev (Non-Alc),Iced Tea,Recycled PET (rPET),medium,0.11,0.5,0.92,0.615333244290103,0.04,0.0121576486305945,0.0196116504854369,2,0,13,85
Bev (Non-Alc),Iced Tea,Lightweight Cans (Alu),medium,0.02,0.39,0.95,0.803659676773073,0.0195,0.0201736806947228,0.023495145631068,2,0,13,50
Bev (Non-Alc),Iced Tea,Paper / Cardboard,medium,0.92,0.85,0.62,0.41765727260585,0.323,0.00480961923847695,0.017378640776699,2,0,13,69
Bev (Non-Alc),Iced Tea,PET,medium,0.18,0.86,0.76,0.725257112328035,0.2064,0.00841683366733467,0.0104854368932039,2,0,13,61
Bev (Non-Alc),Lemonade,Borosilicate Glass,high,0,0.45,0.85,0.882062241218111,0.0675,0.0192384769539078,0.0179611650485437,3,0,13,14
Bev (Non-Alc),Lemonade,Stainless Steel (304),high,0.03,0.89,1,0.129557900360625,0,0.00146960587842351,0.0110679611650485,3,0,13,97
Bev (Non-Alc),Lemonade,Glass,high,0.01,0.22,0.94,0.527314010952317,0.0132,0.0229792919171677,0.0400970873786408,3,0,13,35
Bev (Non-Alc),Lemonade,Recycled Aluminum,high,0,0.15,0.96,0.209563242954454,0.006,0.0132264529058116,0.058252427184466,3,0,13,79
Bev (Non-Alc),Lemonade,PEF (Bio-PET alternative),high,0.12,0.41,0.79,0.18725791371711,0.0861,0.00454241816967268,0.0210679611650485,3,0,13,60
Bev (Non-Alc),Lemonade,Recycled PET (rPET),medium,0.11,0.47,0.9,0.918258314411647,0.047,0.0191048764195057,0.0203883495145631,2,0,13,85
Bev (Non-Alc),Lemonade,Lightweight Cans (Alu),medium,0.02,0.39,0.98,0.314144517163083,0.0078,0.00788243152972612,0.0242718446601942,2,0,13,50
Bev (Non-Alc),Lemonade,Paper / Cardboard,medium,0.89,0.8,0.68,0.651662882329371,0.256,0.00801603206412826,0.0188349514563107,2,0,13,69
Bev (Non-Alc),Lemonade,PET,medium,0.12,0.86,0.73,0.819286763723788,0.2322,0.00948563794255177,0.00951456310679612,2,0,13,61
Bev (Non-Alc),Sports Drink,Borosilicate Glass,high,0,0.45,0.87,0.173500734606652,0.0585,0.00374081496325985,0.0183495145631068,3,0,13,14
Bev (Non-Alc),Sports Drink,Stainless Steel (304),high,0.01,0.9,0.96,0.100440763990918,0.036,0.0010688042752171,0.0103883495145631,3,0,13,97
Bev (Non-Alc),Sports Drink,Glass,high,0.01,0.24,0.95,0.905436089221317,0.012,0.0363393453573814,0.0372815533980583,3,0,13,35
Bev (Non-Alc),Sports Drink,Recycled Aluminum,high,0,0.18,0.96,0.748898090022706,0.0072,0.0395457581830327,0.0490291262135922,3,0,13,79
Bev (Non-Alc),Sports Drink,PEF (Bio-PET alternative),high,0.07,0.43,0.82,0.738079337518365,0.0774,0.0168336673346693,0.0196116504854369,3,0,13,60
Bev (Non-Alc),Sports Drink,Recycled PET (rPET),medium,0.1,0.49,0.92,0.979163884065714,0.0392,0.0196392785571142,0.0198058252427184,2,0,13,85
Bev (Non-Alc),Sports Drink,Lightweight Cans (Alu),medium,0,0.37,0.98,0.739281421129959,0.0074,0.0195056780227121,0.0250485436893204,2,0,13,50
Bev (Non-Alc),Sports Drink,Paper / Cardboard,medium,0.88,0.8,0.64,0.686389742219848,0.288,0.00855043420173681,0.018252427184466,2,0,13,69
Bev (Non-Alc),Sports Drink,PET,medium,0.15,0.88,0.78,0.166956057165754,0.1936,0.00187040748162993,0.0100970873786408,2,0,13,61
Bev (Non-Alc),Sparkling Water,Borosilicate Glass,high,0,0.45,0.82,0.837050888206224,0.081,0.0181696726786907,0.0172815533980583,3,0,13,14
Bev (Non-Alc),Sparkling Water,Stainless Steel (304),high,0.03,0.93,0.97,0.694136503272339,0.0279,0.00734802939211757,0.0102912621359223,3,0,13,97
Bev (Non-Alc),Sparkling Water,Glass,high,0,0.28,0.97,0.360224388940831,0.0084,0.0124248496993988,0.0324271844660194,3,0,13,35
Bev (Non-Alc),Sparkling Water,Recycled Aluminum,high,0.01,0.14,0.95,0.303860024041672,0.007,0.0203072812291249,0.0621359223300971,3,0,13,79
Bev (Non-Alc),Sparkling Water,PEF (Bio-PET alternative),high,0.12,0.4,0.82,0.903699746226793,0.072,0.0220440881763527,0.0222330097087379,3,0,13,60
Bev (Non-Alc),Sparkling Water,Recycled PET (rPET),medium,0.07,0.53,0.87,0.788433284359557,0.0689,0.0146960587842351,0.0168932038834951,2,0,13,85
Bev (Non-Alc),Sparkling Water,Lightweight Cans (Alu),medium,0.01,0.43,0.96,0.650727928409243,0.0172,0.0148296593186373,0.0213592233009709,2,0,13,50
Bev (Non-Alc),Sparkling Water,Paper / Cardboard,medium,0.92,0.81,0.64,0.560438092694003,0.2916,0.00681362725450902,0.0184466019417476,2,0,13,69
Bev (Non-Alc),Sparkling Water,PET,medium,0.14,0.83,0.77,0.460264458394551,0.1909,0.00547762191048764,0.0104854368932039,2,0,13,61
Bev (Non-Alc),Coconut Water,Borosilicate Glass,high,0,0.46,0.87,0.380259115800721,0.0598,0.00814963259853039,0.0179611650485437,3,0,13,14
Bev (Non-Alc),Coconut Water,Stainless Steel (304),high,0.02,0.93,1,0.478963536797115,0,0.00507682030728123,0.0105825242718447,3,0,13,97
Bev (Non-Alc),Coconut Water,Glass,high,0,0.22,0.97,0.918124749565914,0.0066,0.0399465597862392,0.0409708737864078,3,0,13,35
Bev (Non-Alc),Coconut Water,Recycled Aluminum,high,0.03,0.17,0.95,0.292106317617203,0.0085,0.0162992651970608,0.0528155339805825,3,0,13,79
Bev (Non-Alc),Coconut Water,PEF (Bio-PET alternative),high,0.09,0.39,0.78,0.69934553225591,0.0858,0.01750167000668,0.0210679611650485,3,0,13,60
Bev (Non-Alc),Coconut Water,Recycled PET (rPET),medium,0.1,0.5,0.91,0.962868972886336,0.045,0.0189712758851035,0.0192233009708738,2,0,13,85
Bev (Non-Alc),Coconut Water,Lightweight Cans (Alu),medium,0.03,0.37,0.97,0.628289034326165,0.0111,0.0165664662658651,0.0255339805825243,2,0,13,50
Bev (Non-Alc),Coconut Water,Paper / Cardboard,medium,0.87,0.82,0.64,0.872846266862562,0.2952,0.0105544422177689,0.0176699029126214,2,0,13,69
Bev (Non-Alc),Coconut Water,PET,medium,0.17,0.87,0.76,0.540670495525578,0.2088,0.00614562458249833,0.0102912621359223,2,0,13,61
Bev (Non-Alc),Root Beer,Borosilicate Glass,high,0,0.47,0.82,0.0121544009616669,0.0846,0.000267201068804275,0.0166019417475728,3,0,13,14
